short reference,DOI,authors,title,journal,year
"CELIK, 2017",https://doi.org/10.1007/s00710-017-0519-x,"CELIK, O; MARZOLI, A; MARSCHIK, R; CHIARADIA, M; MATHUR, R","GEOCHEMICAL, MINERALOGICAL AND RE-OS ISOTOPIC CONSTRAINTS ON THE ORIGIN OF TETHYAN OCEANIC MANTLE AND CRUSTAL ROCKS FROM THE CENTRAL PONTIDES, NORTHERN TURKEY",MINERALOGY AND PETROLOGY,2017
"OMRANI, 2017",https://doi.org/10.1007/s00710-017-0505-3,"OMRANI, H; MOAZZEN, M; OBERHÄNSLI, R","GEODYNAMIC EVOLUTION OF THE SABZEVAR ZONE, NORTHERN CENTRAL IRANIAN MICRO-CONTINENT",MINERALOGY AND PETROLOGY,2017
"GUNES, 2021",https://doi.org/10.1016/j.chemer.2021.125767,"GUNES, A; ILBEYLI, N; RASIMGIL, S; DEMIRBILEK, M","PETROLOGICAL AND GEOCHEMICAL CHARACTERISTICS OF THE DIABASE AND METASOMATISED DIKES FROM THE TEKIROVA OPHIOLITE (SW ANATOLIA, TURKEY): TECTONOMAGMATIC EVOLUTION OF THE SOUTHERN NEOTETHYS",GEOCHEMISTRY,2021
"WOODHEAD, 2011",https://doi.org/10.1016/j.epsl.2011.01.036,"WOODHEAD, J D; HERGT, J M; GREIG, A; EDWARDS, L","SUBDUCTION ZONE Hf-ANOMALIES: MANTLE MESSENGER, MELTING ARTEFACT OR CRUSTAL PROCESS?",EARTH PLANET SCI LETT,2011
"HARPP, 2003",https://doi.org/10.1029/2003gc000531,"HARPP, K S; FORNARI, D J; GEIST, D J; KURZ, M D",GENOVESA SUBMARINE RIDGE: A MANIFESTATION OF PLUME-RIDGE INTERACTION IN THE NORTHERN GALAPAGOS ISLANDS,GEOCHEM GEOPHYS GEOSYST,2003
"NAKAMURA, 2007",https://doi.org/10.1016/j.margeo.2007.01.003,"NAKAMURA, K; KATO, Y; TAMAKI, K; ISHII, T",GEOCHEMISTRY OF HYDROTHERMALLY ALTERED BASALTIC ROCKS FROM THE SOUTHWEST INDIAN RIDGE NEAR THE RODRIGUEZ TRIPLE JUNCTION,MARINE GEOLOGY,2007
"MAGGANAS, 2015",https://doi.org/10.1007/s00531-014-1137-z,"MAGGANAS, A; KOUTSOVITIS, P","COMPOSITION, MELTING AND EVOLUTION OF THE UPPER MANTLE BENEATH THE JURASSIC PINDOS OCEAN INFERRED BY OPHIOLITIC ULTRAMAFIC ROCKS IN EAST OTHRIS, GREECE",INT J EARTH SCI (GEOL RUNDSCH),2015
"HOMRIGHAUSEN, 2019",https://doi.org/10.1016/j.gca.2018.09.002,"HOMRIGHAUSEN, S; HOERNLE, K; HAUFF, F; WARTHO, J-A; VAN DEN BOGAARD, P; GARBE-SCHÖNBERG, D",NEW AGE AND GEOCHEMICAL DATA FROM THE WALVIS RIDGE: THE TEMPORAL AND SPATIAL DIVERSITY OF SOUTH ATLANTIC INTRAPLATE VOLCANISM AND ITS POSSIBLE ORIGIN,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"RODRIGUEZ-VARGAS, 2005",https://doi.org/10.1016/j.lithos.2004.09.027,"RODRIGUEZ-VARGAS, A; KOESTER, E; MALLMANN, G; CONCEICAO, R V; KAWASHITA, K; WEBER, M B I","MANTLE DIVERSITY BENEATH THE COLOMBIAN ANDES, NORTHERN VOLCANIC ZONE: CONSTRAINTS FROM SR AND ND ISOTOPES",LITHOS,2005
"TSAI, 2000",https://doi.org/10.1046/j.1525-1314.2000.00237.x,"TSAI, C-H; LIOU, J; ERNST, W","PETROLOGICAL CHARACTERIZATION AND TECTONIC SIGNIFICANCE OF RETROGRESSED GARNET PERIDOTITES, RAOBAZHAI AREA, NORTH DABIE COMPLEX, EAST-CENTRAL CHINA",J METAMORPHIC GEOL,2000
"HAASE, 2002",https://doi.org/10.1016/S0009-2541(01)00327-8,"HAASE, K M",GEOCHEMICAL CONSTRAINTS ON MAGMA SOURCES AND MIXING PROCESSES IN EASTER MICROPLATE MORB (SE PACIFIC); A CASE STUDY OF PLUME-RIDGE INTERACTION,CHEMICAL GEOLOGY,2002
"YANG YANG, 2017",https://doi.org/10.1002/2016jb013284,"YANG YANG, A; ZHAO, T-P; ZHOU, M-F; DENG, X-G","ISOTOPICALLY ENRICHED N-MORB: A NEW GEOCHEMICAL SIGNATURE OF OFF-AXIS PLUME-RIDGE INTERACTION-A CASE STUDY AT 50°28'E, SOUTHWEST INDIAN RIDGE",JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH,2017
"ZHANG, 2010",https://doi.org/10.1016/j.jvolgeores.2010.03.002,"ZHANG, G-L; ZENG, Z-G; BEIER, C; YIN, X-B; TURNER, S",GENERATION AND EVOLUTION OF MAGMA BENEATH THE EAST PACIFIC RISE: CONSTRAINTS FROM U-SERIES DISEQUILIBRIUM AND PLAGIOCLASE-HOSTED MELT INCLUSIONS,J VOLCANOL GEOTHERM RES,2010
"ZHANG, 2010",https://doi.org/10.1016/j.chemgeo.2010.05.021,"ZHANG, R Y; JAHN, B M; LIOU, J; YANG, J S; CHIU, H-Y; CHUNG, S L; LI, T; LO, C-H","ORIGIN AND TECTONIC IMPLICATION OF AN UHP METAMORPHIC MAFIC–ULTRAMAFIC COMPLEX FROM THE SULU UHP TERRANE, EASTERN CHINA: EVIDENCE FROM PETROLOGICAL AND GEOCHEMICAL STUDIES OF CCSD-MAIN HOLE CORE SAMPLES",CHEMICAL GEOLOGY,2010
"SKLYAROV, 2020",https://doi.org/10.3390/min10040305,"SKLYAROV, E; LAVRENCHUK, A; FEDOROVSKY, V; PUSHKAREV, E; SEMENOVA, D; STARIKOVA, A","DISMEMBERED OPHIOLITE OF THE OLKHON COMPOSITE TERRANE (BAIKAL, RUSSIA): PETROLOGY AND EMPLACEMENT",MINERALS,2020
"MORTIMER, 2007",https://doi.org/10.1016/j.margeo.2006.10.033,"MORTIMER, N; HERZER, R H; GANS, P B; LAPORTE-MAGONI, C; CALVERT, A T; BOSCH, D","OLIGOCENE-MIOCENE TECTONIC EVOLUTION OF THE SOUTH FIJI BASIN AND NORTHLAND PLATEAU, SW PACIFIC OCEAN: EVIDENCE FROM PETROLOGY AND DATING OF DREDGED ROCKS",MARINE GEOLOGY,2007
"BACH, 2001",https://doi.org/10.1016/S0016-7037(01)00677-9,"BACH, W; ALT, J C; NIU, Y; HUMPHRIS, S E; ERZINGER, J; DICK, H J B",THE GEOCHEMICAL CONSEQUENCES OF LATE-STAGE LOW-GRADE ALTERATION OF LOWER OCEAN CRUST AT THE SW INDIAN RIDGE: RESULTS FROM ODP HOLE 735B (LEG 176),GEOCHIM COSMOCHIM ACTA,2001
"GEORGE, 2003",https://doi.org/10.1029/2002jb001916,"GEORGE, R; TURNER, S; HAWKESWORTH, C J; MORRIS, J D; NYE, C L; RYAN, J G; ZHENG, S-H",MELTING PROCESSES AND FLUID AND SEDIMENT TRANSPORT RATES ALONG THE ALASKA-ALEUTIAN ARC FROM AN INTEGRATED U-TH-RA-BE ISOTOPE STUDY,J GEOPHYS RES,2003
"MONNIER, 2006",https://doi.org/10.1029/2006gc001320,"MONNIER, C; GIRARDEAU, J; LE MEE, L; POLVE, M",ALONG-RIDGE PETROLOGICAL SEGMENTATION OF THE MANTLE IN THE OMAN OPHIOLITE,"GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2006
"SCHIAVI, 2011",https://doi.org/10.1007/s00410-011-0713-5,"SCHIAVI, F; KOBAYASHI, K; NAKAMURA, E; TIEPOLO, M; VANNUCCI, R",TRACE ELEMENT AND PB–B–LI ISOTOPE SYSTEMATICS OF OLIVINE-HOSTED MELT INCLUSIONS: INSIGHTS INTO SOURCE METASOMATISM BENEATH STROMBOLI (SOUTHERN ITALY),CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2011
"AREVALO JR, 2008",https://doi.org/10.1016/j.epsl.2008.05.031,"AREVALO JR, R; MCDONOUGH, W F",TUNGSTEN GEOCHEMISTRY AND IMPLICATIONS FOR UNDERSTANDING THE EARTHS INTERIOR,EARTH PLANET SCI LETT,2008
"ISHIZUKA, 2007",https://doi.org/10.1029/2006gc001475,"ISHIZUKA, O; TAYLOR, R N; YUASA, M; MILTON, J A; NESBITT, R W; UTO, K; SAKAMOTO, I K",PROCESSES CONTROLLING ALONG-ARC ISOTOPIC VARIATION OF THE SOUTHERN IZU-BONIN ARC,"GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2007
"SPADEA, 1991",https://doi.org/10.2973/odp.proc.sr.124.158.1991,"SPADEA, P; BECCALUVA, L; CIVETTA, L; COLTORTI, M; DOSTAL, J; SAJONA, F G; SERRI, G; ZEDA, O",PETROLOGY OF BASIC IGNEOUS ROCKS FROM THE FLOOR OF THE SULU SEA,"PROC ODP, SCI RESULTS",1991
"CHEN, 2009",https://doi.org/10.1007/s00410-009-0404-7,"CHEN, B; SUZUKI, K; TIAN, W; JAHN, B M; IRELAND, T R",GEOCHEMISTRY AND OS–ND–SR ISOTOPES OF THE GAOSITAI ALASKAN-TYPE ULTRAMAFIC COMPLEX FROM THE NORTHERN NORTH CHINA CRATON: IMPLICATIONS FOR MANTLE–CRUST INTERACTION,CONTRIB MINERAL PETROL,2009
"CHEN, 2009",https://doi.org/10.1016/j.tecto.2009.03.004,"CHEN, S; YANG, J; LI, T","PETROLOGICAL INVESTIGATION OF THE GANYU PERIDOTITE IN THE SULU ULTRAHIGH-PRESSURE TERRANE, EASTERN CHINA",TECTONOPHYSICS,2009
"BONNAND, 2020",https://doi.org/10.1016/j.epsl.2019.116028,"BONNAND, P; DOUCELANCE, R; BOYET, M; BACHELERY, P; BOSQ, C; AUCLAIR, D; SCHIANO, P",THE INFLUENCE OF IGNEOUS PROCESSES ON THE CHROMIUM ISOTOPIC COMPOSITIONS OF OCEAN ISLAND BASALTS,EARTH AND PLANETARY SCIENCE LETTERS,2020
"BUFF, 2021",https://doi.org/10.1130/g48276.1,"BUFF, L; JACKSON, M G; KONRAD, K; KONTER, J G; BIZIMIS, M; PRICE, A A ; ROSE-KOGA, E; BLUSZTAJN, J; KOPPERS, A; HERRERA, S","“MISSING LINKS” FOR THE LONG-LIVED MACDONALD AND ARAGO HOTSPOTS, SOUTH PACIFIC OCEAN",GEOLOGY,2021
"COOGAN, 2001",https://doi.org/10.1016/S0016-7037(01)00714-1,"COOGAN, L A; WILSON, R N; GILLIS, K M; MACLEOD, C J",NEAR-SOLIDUS EVOLUTION OF OCEANIC GABBROS: INSIGHTS FROM AMPHIBOLE GEOCHEMISTRY,GEOCHIM COSMOCHIM ACTA,2001
"COOGAN, 2001",https://doi.org/10.1016/S0009-2541(00)00424-1,"COOGAN, L A; MACLEOD, C J; DICK, H J B; EDWARDS, S J; KVASSNES, A; NATLAND, J H; ROBINSON, P T; THOMPSON, G; O'HARA, M J",WHOLE-ROCK GEOCHEMISTRY OF GABBROS FROM THE SOUTHWEST INDIAN RIDGE: CONSTRAINTS ON GEOCHEMICAL FRACTIONATIONS BETWEEN THE UPPER AND LOWER OCEANIC CRUST AND MAGMA CHAMBER PROCESSES AT (VERY) SLOW-SPREADING RIDGES,CHEMICAL GEOLOGY,2001
"ATTIA, 2020",https://doi.org/10.1130/g46991.1,"ATTIA, S; COTTLE, J; PATERSON, S",ERUPTED ZIRCON RECORD OF CONTINENTAL CRUST FORMATION DURING MANTLE DRIVEN ARC FLARE-UPS,GEOLOGY,2020
"BEIER, 2019",https://doi.org/10.1016/j.gca.2019.04.017,"BEIER, C; BACH, W; BUSCH, A; GENSKE, F; HUBSCHER, C; KRUMM, S",EXTREME INTENSITY OF FLUID-ROCK INTERACTION DURING EXTENSIVE INTRAPLATE VOLCANISM,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"INGLE, 2010",https://doi.org/10.1029/2009gc002694,"INGLE, S; ITO, G; MAHONEY, J J; CHAZEY III, W; SINTON, J M; ROTELLA, M; CHRISTIE, D M",MECHANISMS OF GEOCHEMICAL AND GEOPHYSICAL VARIATIONS ALONG THE WESTERN GALAPAGOS SPREADING CENTER,GEOCHEM GEOPHYS GEOSYST,2010
"CHADWICK, 2014",https://doi.org/10.1002/2014GC005334 ,"CHADWICK, W; KELLER, R A; KAMENOV, G D; YOGODZINSKI, G; LUPTON, J E",THE COBB HOT SPOT: HIMU-DMM MIXING AND MELTING CONTROLLED BY A PROGRESSIVELY THINNING LITHOSPHERIC LID,GEOCHEM GEOPHYS GEOSYST,2014
"PARK, 2018",https://doi.org/10.1016/j.lithos.2018.07.003,"PARK, S-H; MICHAEL, P J; KAMENOV, G D; LEE, S-M; HAUFF, F; LEE, K-Y","PETROGENESIS OF BASALTS ALONG THE EASTERN WOODLARK SPREADING CENTER, EQUATORIAL WESTERN PACIFIC",LITHOS,2018
"YING, 2013",https://doi.org/10.1016/j.chemgeo.2013.08.006,"YING, J-F; ZHANG, H-F; TANG, Y-J; SU, B-X; ZHOU, X-H","DIVERSE CRUSTAL COMPONENTS IN PYROXENITE XENOLITHS FROM JUNAN, SULU OROGENIC BELT: IMPLICATIONS FOR LITHOSPHERIC MODIFICATION INVOKED BY CONTINENTAL SUBDUCTION",CHEMICAL GEOLOGY,2013
"KELLEY, 2013",https://doi.org/10.1002/ggge.20049,"KELLEY, K A; KINGSLEY, R H; SCHILLING, J-G","COMPOSITION OF PLUME-INFLUENCED MID-OCEAN RIDGE LAVAS AND GLASSES FROM THE MID-ATLANTIC RIDGE, EAST PACIFIC RISE, GALAPAGOS SPREADING CENTER, AND GULF OF ADEN",GEOCHEM GEOPHYS GEOSYST,2013
"LASSITER, 2003",https://doi.org/10.1016/j.chemgeo.2003.08.002,"LASSITER, J C; BLICHERT-TOFT, J; HAURI, E H; BARSCZUS, H G","ISOTOPE AND TRACE ELEMENT VARIATIONS IN LAVAS FROM RAIVAVAE AND RAPA, COOK-AUSTRAL ISLANDS: CONSTRAINTS ON THE NATURE OF THE HIMU- AND EM-MANTLE AND THE ORIGIN OF MID-PLATE VOLCANISM IN FRENCH POLYNESIA",CHEMICAL GEOLOGY,2003
"SANO, 2012",https://doi.org/10.1029/2012gc004235,"SANO, T; SHIMIZU, K; ISHIKAWA, A; SENDA, R; CHANG, Q; KIMURA, J-I; WIDDOWSON, M; SAGER, W W","VARIETY AND ORIGIN OF MAGMAS ON SHATSKY RISE, NORTHWEST PACIFIC OCEAN",GEOCHEM GEOPHYS GEOSYST,2012
"GAHLAN, 2015",https://doi.org/10.1007/s00710-015-0397-z,"GAHLAN, H; AZER, M","THE NEOPROTEROZOIC ABU DAHR OPHIOLITE, SOUTH EASTERN DESERT, EGYPT: PETROLOGICAL CHARACTERISTICS AND TECTONOMAGMATIC EVOLUTION",MINERAL PETROL,2015
"DEFELICE, 2019",https://doi.org/10.1038/s41561-019-0348-0,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,2019
"KIM, 2019",https://doi.org/10.1016/j.lithos.2018.12.034,"KIM, J-I; CHOI, S-H; KOH, G; PARK, J; RYU, J-S","PETROGENESIS AND MANTLE SOURCE CHARACTERISTICS OF VOLCANIC ROCKS ON JEJU ISLAND, SOUTH KOREA",LITHOS,2019
"BENARD, 2012",https://doi.org/10.1029/2012gc004145,"BENARD, A; IONOV, D A",A NEW PETROGENETIC MODEL FOR LOW-Ca BONINITES: EVIDENCE FROM VEINED SUB-ARC XENOLITHS ON MELT-MANTLE INTERACTION AND MELT FRACTIONATION,GEOCHEM GEOPHYS GEOSYST,2012
"SECCHIARI, 2018",https://doi.org/10.1007/s00410-018-1496-8,"SECCHIARI, A; MONTANINI, A; BOSCH, D; MACERA, P; CLUZEL, N",THE CONTRASTING GEOCHEMICAL MESSAGE FROM THE NEW CALEDONIA GABBRONORITES: INSIGHTS ON DEPLETION AND CONTAMINATION PROCESSES OF THE SUB-ARC MANTLE IN A NASCENT ARC SETTING,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2018
"LYTLE, 2012",https://doi.org/10.1029/2012gc004233,"LYTLE, M; KELLEY, K A; HAURI, E H; GILL, J B; PAPIA, D; ARCULUS, R J",TRACING MANTLE SOURCES AND SAMOAN ARC INFLUENCE IN THE NORTHWESTERN LAU BACK-ARC BASIN,GEOCHEM GEOPHYS GEOSYST,2012
"MARSKE, 2010",https://doi.org/10.1007/s00410-010-0592-1,"MARSKE, J; PIETRUSZKA, A J; TRUSDELL, F; GARCIA, M O","GEOCHEMISTRY OF SOUTHERN PAGAN ISLAND LAVAS, MARIANA ARC: THE ROLE OF SUBDUCTION ZONE PROCESSES",CONTRIB MINERAL PETROL,2010
"BARKER, 2008",https://doi.org/10.1029/2007gc001901,"BARKER, A K; COOGAN, L A; GILLIS, K M; WEIS, D",STRONTIUM ISOTOPE CONSTRAINTS ON FLUID FLOW IN THE SHEETED DIKE COMPLEX OF FAST SPREADING CRUST: PERVASIVE FLUID FLOW AT PITO DEEP,GEOCHEM GEOPHYS GEOSYST,2008
"XU, 2010",https://doi.org/10.1016/j.chemgeo.2009.12.006,"XU, W-L; YANG, D-B; GAO, S; PEI, F-P; YU, Y",GEOCHEMISTRY OF PERIDOTITE XENOLITHS IN EARLY CRETACEOUS HIGH-MG# DIORITES FROM THE CENTRAL OROGENIC BLOCK OF THE NORTH CHINA CRATON: THE NATURE OF MESOZOIC LITHOSPHERIC MANTLE AND CONSTRAINTS ON LITHOSPHERIC THINNING,CHEMICAL GEOLOGY,2010
"CORREALE, 2012",https://doi.org/10.1016/j.lithos.2011.11.007,"CORREALE, A; MARTELLI, M; PAONITA, A; RIZZO, A; BRUSCA, L; SCRIBANO, V","NEW EVIDENCE OF MANTLE HETEROGENEITY BENEATH THE HYBLEAN PLATEAU (SOUTHEAST SICILY, ITALY) AS INFERRED FROM NOBLE GASES AND GEOCHEMISTRY OF ULTRAMAFIC XENOLITHS",LITHOS,2012
"ALDANMAZ, 2012",https://doi.org/10.1080/00206814.2011.581799,"ALDANMAZ, E",OSMIUM ISOTOPE AND HIGHLY SIDEROPHILE ELEMENT GEOCHEMISTRY OF MANTLE XENOLITHS FROM NW TURKEY: IMPLICATIONS FOR MELT DEPLETION AND METASOMATIC HISTORY OF THE SUB-CONTINENTAL LITHOSPHERIC MANTLE,INT GEOL REV,2012
"ROBINSON, 2001",https://doi.org/10.1016/S0012-821X(01)00329-6,"ROBINSON, C-J; BICKLE, M-J; MINSHULL, T A; WHITE, R S; NICHOLS, A","LOW DEGREE MELTING UNDER THE SOUTHWEST INDIAN RIDGE: THE ROLES OF MANTLE TEMPERATURE, CONDUCTIVE COOLING AND WET MELTING",EARTH PLANET SCI LETT,2001
"TODD, 2010",https://doi.org/10.1029/2009gc002888,"TODD, E; GILL, J B; WYSOCZANSKI, R; HANDLER, M R; WRIGHT, I C; GAMBLE, J A",SOURCES OF CONSTRUCTIONAL CROSS-CHAIN VOLCANISM IN THE SOUTHERN HAVRE TROUGH: NEW INSIGHTS FROM HFSE AND REE CONCENTRATION AND ISOTOPE SYSTEMATICS,GEOCHEM GEOPHYS GEOSYST,2010
"VILLASECA, 2010",https://doi.org/10.1144/SP337.7,"VILLASECA, C; ANCOCHEA, E; OREJANA, D; JEFFRIES, T E",COMPOSITION AND EVOLUTION OF THE LITHOSPHERIC MANTLE IN CENTRAL SPAIN: INFERENCES FROM PERIDOTITE XENOLITHS FROM THE CENOZOIC CALATRAVA VOLCANIC FIELD,GEOL SOC LONDON SPEC PUB,2010
"ZELLMER, 2008",https://doi.org/10.1016/j.epsl.2008.02.026,"ZELLMER, G F; RUBIN, K H; GROENVOLD, K; JURADO-CHICHAY, Z","ON THE RECENT BIMODAL MAGMATIC PROCESSES AND THEIR RATES IN THE TORFAJÖKULL–VEIDIVÖTN AREA, ICELAND",EARTH PLANET SCI LETT,2008
"LE ROEX, 2010",https://doi.org/10.1093/petrology/egq050,"LE ROEX, A P; CLASS, C; O'CONNOR, J; JOKAT, W","SHONA AND DISCOVERY ASEISMIC RIDGE SYSTEMS, SOUTH ATLANTIC: TRACE ELEMENT EVIDENCE FOR ENRICHED MANTLE SOURCES",J PETROL,2010
"GEIST, 2005",https://doi.org/10.1093/petrology/egi052,"GEIST, D J; NAUMANN, T; STANDISH, J-J; KURZ, M D; HARPP, K S; WHITE, W M; FORNARI, D J","WOLF VOLCANO, GALAPAGOS ARCHIPELAGO: MELTING AND MAGMATIC EVOLUTION AT THE MARGINS OF A MANTLE PLUME",J PETROL,2005
"SCHILLING, 1983",https://doi.org/10.2475/ajs.283.6.510,"SCHILLING, J-G; ZAJAC, M; EVANS, R; JOHNSTON, T; WHITE, W M; DEVINE, J D; KINGSLEY, R H",PETROLOGIC AND GEOCHEMICAL VARIATIONS ALONG THE MID-ATLANTIC RIDGE FROM 29 DEGREE N TO 73 DEGREE N,AMERIC J SCI,1983
"RUDNICK, 2004",https://doi.org/10.1016/j.lithos.2004.03.033,"RUDNICK, R L; GAO, S; LING, W-L; LIU, Y-S; MCDONOUGH, W F","PETROLOGY AND GEOCHEMISTRY OF SPINEL PERIDOTITE XENOLITHS FROM HANNUOBA AND QIXIA, NORTH CHINA CRATON",LITHOS,2004
"LASSITER, 2014",https://doi.org/10.1016/j.epsl.2014.05.033,"LASSITER, J C; BYERLY, B; SNOW, J E; HELLEBRAND, E",CONSTRAINTS FROM Os-ISOTOPE VARIATIONS ON THE ORIGIN OF LENA TROUGH ABYSSAL PERIDOTITES AND IMPLICATIONS FOR THE COMPOSITION AND EVOLUTION OF THE DEPLETED UPPER MANTLE,EARTH PLANET SCI LETT,2014
"MONSEF, 2018",https://doi.org/10.1016/j.gr.2018.03.002,"MONSEF, I; MONSEF, R; MATA, J; ZHANG, Z; PIROUZ, M; REZAEIAN, M; ESMAELILI, R; XIAO, W",EVIDENCE FOR AN EARLY-MORB TO FORE-ARC EVOLUTION WITHIN THE ZAGROS SUTURE ZONE: CONSTRAINTS FROM ZIRCON U  PB GEOCHRONOLOGY AND GEOCHEMISTRY OF THE NEYRIZ OPHIOLITE (SOUTH IRAN),GONDWANA RESEARCH,2018
"PYLE, 1995",https://doi.org/10.1029/95JB01424,"PYLE, D G; CHRISTIE, D M; MAHONEY, J J; DUNCAN, R A",GEOCHEMISTRY AND GEOCHRONOLOGY OF ANCIENT SOUTHEAST PACIFIC SEAFLOOR,J GEOPHYS RES,1995
"GEIST, 2006",https://doi.org/10.1029/2006gc001290,"GEIST, D J; FORNARI, D J; KURZ, M D; HARPP, K S; SOULE, S A; PERFIT, M R; KOLESZAR, A M",SUBMARINE FERNANDINA:  MAGMATISM AT THE LEADING EDGE OF THE GALAPAGOS HOT SPOT,GEOCHEM GEOPHYS GEOSYST,2006
"NIELSEN, 2018",https://doi.org/10.1126/sciadv.aas8675,"NIELSEN, S; HORNER, T; PRYER, H; BLUSZTAJN, J; SHU, Y; KURZ, M D; LE ROUX, V",BARIUM ISOTOPE EVIDENCE FOR PERVASIVE SEDIMENT RECYCLING IN THE UPPER MANTLE,SCIENCE ADVANCES,2018
"GEIST, 2002",https://doi.org/10.1029/2002gc000355,"GEIST, D J; WHITE, W M; ALBAREDE, F; HARPP, K S; REYNOLDS, R R; BLICHERT-TOFT, J; KURZ, M D",VOLCANIC EVOLUTION IN THE GALÁPAGOS: THE DISSECTED SHIELD OF VOLCAN ECUADOR,GEOCHEM GEOPHYS GEOSYST,2002
"SNORTUM, 2020",https://doi.org/10.1016/j.chemgeo.2020.119723,"SNORTUM, E; DAY, J M D",FOREARC ORIGIN FOR COAST RANGE OPHIOLITES INFERRED FROM OSMIUM ISOTOPES AND HIGHLY SIDEROPHILE ELEMENTS,CHEMICAL GEOLOGY,2020
"PICCARDO, 2007",https://doi.org/10.1016/j.lithos.2006.07.002,"PICCARDO, G B; ZANETTI, A; MUENTENER, O","MELT/PERIDOTITE INTERACTION IN THE SOUTHERN LANZO PERIDOTITE: FIELD, TEXTURAL AND GEOCHEMICAL EVIDENCE",LITHOS,2007
"KENDRICK, 2017",https://doi.org/10.1038/ngeo2902,"KENDRICK, M A; HEMOND, C; KAMENETSKY, V S; DANYUSHEVSKY, L V; DEVEY, C W; RODEMANN, T; JACKSON, M G; PERFIT, M R",SEAWATER CYCLED THROUGHOUT EARTH’S MANTLE IN PARTIALLY SERPENTINIZED LITHOSPHERE,NATURE GEOSCIENCE,2017
"DAY, 2019",https://doi.org/10.1016/j.chemgeo.2019.04.012,"DAY, J M D; HILTON, D R; HARVEY, R",MELT-MODIFIED LITHOSPHERE BENEATH ROSS ISLAND AND ITS ROLE IN THE TECTONO-MAGMATIC EVOLUTION OF THE WEST ANTARCTIC RIFT SYSTEM,CHEMICAL GEOLOGY,2019
"DAY, 2019",https://doi.org/10.1016/j.epsl.2019.04.039,"DAY, J M D; ODRISCOLL, B",ANCIENT HIGH PT/OS CRUSTAL CONTAMINANTS CAN EXPLAIN RADIOGENIC 186OS IN SOME INTRAPLATE MAGMAS,EARTH AND PLANETARY SCIENCE LETTERS,2019
"XU, 2009",https://doi.org/10.1016/j.lithos.2008.11.004,"XU, W-L; GAO, S; YANG, D-B; PEI, F-P; WANG, Q-H",GEOCHEMISTRY OF ECLOGITE XENOLITHS IN MESOZOIC ADAKITIC ROCKS FROM XUZHOU-SUZHOU AREA IN CENTRAL CHINA AND THEIR TECTONIC IMPLICATIONS,LITHOS,2009
"PEATE, 2001",https://doi.org/10.1016/S0012-821X(01)00266-7,"PEATE, D W; HAWKESWORTH, C J; VAN CALSTEREN, P W; TAYLOR, R N; MURTON, B J",238U-230TH CONSTRAINTS ON MANTLE UPWELLING AND PLUME-RIDGE INTERACTION ALONG THE REYKJANES RIDGE,EARTH PLANET SCI LETT,2001
"PEATE, 2001",https://doi.org/10.1093/petrology/42.8.1449,"PEATE, D W; KOKFELT, T F; HAWKESWORTH, C J; VAN CALSTEREN, P W; HERGT, J M; PEARCE, J A",U-SERIES ISOTOPE DATA ON LAU BASIN GLASSES: THE ROLE OF SUBDUCTION-RELATED FLUIDS DURING MELT GENERATION IN BACK-ARC BASINS,J PETROL,2001
"HILDENBRAND, 2014",https://doi.org/10.1016/j.lithos.2014.09.009,"HILDENBRAND, A; WEIS, D; MADUREIRA, P; MARQUES, A F A","RECENT PLATE RE-ORGANIZATION AT THE AZORES TRIPLE JUNCTION: EVIDENCE FROM COMBINED GEOCHEMICAL AND GEOCHRONOLOGICAL DATA ON FAIAL, S. JORGE AND TERCEIRA VOLCANIC ISLANDS",LITHOS,2014
"HUGHES, 2015",https://doi.org/10.1016/j.lithos.2015.05.005,"HUGHES, S R; MCDONALD, I; KERR, A C",PLATINUM-GROUP ELEMENT SIGNATURES IN THE NORTH ATLANTIC IGNEOUS PROVINCE: IMPLICATIONS FOR MANTLE CONTROLS ON METAL BUDGETS DURING CONTINENTAL BREAKUP,LITHOS,2015
"UYSAL, 2015",https://doi.org/10.1016/j.gr.2013.09.008,"UYSAL, I; ERSOY, E; DILEK, Y; ESCAYOLA, M; SARIFAKIOGLU, E; SAKA, S; HIRATA, T","DEPLETION AND REFERTILIZATION OF THE TETHYAN OCEANIC UPPER MANTLE AS REVEALED BY THE EARLY JURASSIC REFAHIYE OPHIOLITE, NE ANATOLIA—TURKEY",GONDWANA RESEARCH,2015
"KOHUT, 2006",https://doi.org/10.1007/s00410-006-0102-7,"KOHUT, E J; STERN, R J; KENT, A J R; BLOOMER, S H; LEYBOURNE, M I",EVIDENCE FOR ADIABATIC DECOMPRESSION MELTING IN THE SOUTHERN MARIANA ARC FROM HIGH-MG LAVAS AND MELT INCLUSIONS,CONTRIB MINERAL PETROL,2006
